Hora;Mes;Hidraul;Eolica;Demanda;Ciclocomb;Cogener;Nuclear;Carbon;Clases
3;6;1075.5;6608.9;17064.8;4181.8;3384.4;5047.4;655;0
4;6;1049.4;6679.4;17054.9;4212.7;3385.9;5047.4;655;0
5;6;1038.1;6766.9;17084.2;4266.7;3407.8;5048.4;655;0
6;6;1226.5;6965.6;17819.8;4775.5;3474.4;5048.4;655;0
7;6;2159.2;7444.4;18583.6;4880.2;3577.4;5047.4;705;0
8;6;2408.2;7779.2;20296.6;5546.4;3678.5;5047.4;705;0
9;6;2189.1;8243.8;21951.4;5010.1;3655.8;5049.4;705;0
10;6;1973.1;8635.2;22983.7;4532;3631.9;5037.4;940;0
11;6;1684.3;9034.8;23886.1;4682.2;3538.9;5046.4;940;0
12;6;1604.6;9458.8;24546.2;4642.3;3524.9;5045.4;990;0
13;6;1508.2;9917.5;24767.1;4526.8;3471.2;5044.4;940;0
14;6;1375.6;10322.5;24913.4;4355.1;3458.4;5044.4;990;0
15;6;1304.2;10345.3;24744.6;4300;3477.4;5044.4;940;0
16;6;1269.2;10326.3;24254.1;4483.6;3495.3;5043.4;705;0
17;6;1259.1;9927.6;23259.2;4608.4;3516.1;5041.4;705;0
18;6;1300;9483.1;23010.5;4742.1;3668.8;5040.4;705;0
19;6;1662.8;8792.3;22706.4;4766.3;3677.5;5041.4;705;0
20;6;2318.9;7830.9;22485.1;6016.2;3675.7;5043.4;705;0
21;6;3050.7;6814.6;21820;6422.2;3697.1;5044.4;915;0
22;6;3107.8;6063.9;20965.4;6423.4;3698.9;5045.4;730;0
23;6;2491.4;5339.7;19659.3;6145.1;3650.7;5046.4;705;0
0;6;1812.2;4556.5;18242.6;5930.7;3550.9;5311.2;717;0
1;6;1639.7;3984.6;17259.1;5723.8;3541.4;5352.2;666;0
2;6;1412.8;3640.6;16609.4;5563.5;3528.3;5403.2;600;0
3;6;1430.3;3299.7;15902.6;5360.6;3485.5;5432.2;480;0
4;6;1599;3081;15675.5;5303.9;3472.5;5463.2;480;0
5;6;1994.9;2985.8;15626.8;5303.4;3475.9;5495.2;480;0
6;6;2454.8;2886.1;16598.3;6173.6;3501.4;5505.2;480;0
7;6;2643.8;2979;18162.8;6473.1;3673;5507.2;530;0
8;6;2825;3119.6;19807.7;6676.8;3706.1;5504.2;530;0
9;6;2621.7;3399;21071.2;6702;3674.4;5504.2;350;0
10;6;2127.3;3826.1;22097.7;6427;3616.5;5501.2;585;0
11;6;1915.3;5074.9;22822.6;5683.4;3532.7;5494.2;585;0
12;6;1803.3;6741.5;23249.7;4211.4;3465.6;5482.2;635;0
13;6;1421.2;8437.9;23506.5;3614.5;3427.7;5484.2;585;0
14;6;1359;9857.7;23916.5;3282.6;3403.4;5483.2;635;0
15;6;1309.4;11097.1;24740;3342.6;3406.9;5478.2;585;0
16;6;1384.6;12007;24600.6;3412.6;3424.4;5471.2;350;0
17;6;1334.5;12990.7;24275.1;3412.6;3504.4;5470.2;350;0
18;6;1291.7;13379.8;23920.6;3287;3503.2;5474.2;350;0
19;6;1347.8;13710.4;23296.9;3287;3506.9;5485.2;350;0
20;6;1434.1;13241.7;21902;3332;3538.3;5491.2;300;0
21;6;1426.3;12830.8;21627.3;3360.7;3579.8;5495.2;300;0
22;6;1444;12483.7;21069.9;3433.2;3577;5498.2;300;0
23;6;1416;12206.1;20122.3;3297;3500;5499.2;243;0
0;6;1436;12530.9;19072.8;2379.6;3413;5497.9;252;0
1;6;1315.5;12241.1;19591.9;2204;3276.2;5498.9;251;0
2;6;1266.8;12021.7;19596.6;2301;3233.8;5529.9;243;0
3;6;1164.1;11717.7;19225.3;2295.5;3238.8;5559.9;243;0
4;6;1241.4;11504.6;18959.6;2248;3249.4;5592.9;243;0
5;6;1370.2;11488.6;18785.1;2283;3332.1;5622.9;243;0
6;6;1451;10912.3;18663.7;2984;3359.2;5653.9;243;0
7;6;1453.8;10279.5;19031.2;3305.8;3509.3;5685.9;243;0
8;6;1731.1;10138.3;21063.4;4299.4;3738.9;5712.9;243;0
9;6;1784.2;9656.7;23084.1;4764.4;3726.5;5741.9;300;0
10;6;1801.6;9176.8;24070.2;4802.5;3653.6;5747.9;350;0
11;6;1864.3;8780.4;24735.1;4879.9;3704.5;5740.9;350;0
12;6;1931.8;8060.7;24968;5209;3688.1;5728.9;400;0
13;6;1871.5;7196.7;25168.5;5774.3;3681.6;5729.9;400;0
14;6;1664.6;6673.7;24418.4;5312.4;3677.8;5728.9;350;0
15;6;1637.6;6228.5;23952.9;5199;3676.5;5724.9;350;0
16;6;1767.5;5709.3;23580.8;5360.8;3649.6;5715.9;480;0
17;6;1816.2;5285.8;23346.7;5924.5;3652.6;5713.9;530;0
18;6;1915.4;4929;23037.6;5922.1;3648.5;5719.9;530;0
19;6;2131.2;4726.3;22606.3;6367.7;3656.7;5731.9;530;0
20;6;2386.4;4249.1;21639.4;6716.7;3670.2;5737.9;480;0
21;6;2844.8;4136.9;21016.8;7054.7;3664.9;5742.9;480;0
22;6;2809.5;3949.2;20384.3;7034.7;3654.7;5743.9;480;0
23;6;2368.4;3647.3;18574.2;6216.1;3610.6;5746.9;423;0
0;6;2322.6;3406.1;17771.8;7063.6;3504.7;5764.2;252;0
1;6;2162.9;3227.6;16888.8;6604.3;3495.6;5764.2;251;0
2;6;2032.8;3201.8;16128.1;6219.3;3435.6;5766.2;243;0
3;6;1829.7;3314.6;15684;5890.4;3429.6;5765.2;243;0
4;6;1693.3;3481.6;15412.8;5859.9;3425.7;5767.2;0;0
5;6;1643.4;3556.1;15177.6;5580.3;3467.1;5768.2;0;0
6;6;1498.3;3594.2;15124.3;5685.3;3439.7;5799.2;0;0
7;6;1474.1;3567.9;15528.8;6059.7;3441.1;5830.2;0;0
8;6;1691.4;3611.1;16655.5;6149.7;3415.3;5856.2;243;0
9;6;1829.4;3851.1;18786.4;5958.8;3394.5;5887.2;243;0
10;6;1900.9;3990.2;20227.6;5946.7;3388.5;5913.2;300;0
11;6;1747.1;4195.4;21006.8;5903.7;3368.9;5936.2;350;0
12;6;1709.1;4443.8;21643.8;6065.2;3369.1;5954.2;300;0
13;6;1678.9;4659.8;21947.6;5982.6;3368.9;5986.2;300;0
14;6;1528;4948.2;21638.6;5602.2;3324.2;5997.2;243;0
15;6;1438.7;5202.8;20928;4866.4;3300.3;5992.2;243;0
16;6;1331.5;5527.5;20449.2;4554.1;3320.9;5984.2;243;0
17;6;1335;5980.6;20018.2;4373.6;3292.6;5982.2;243;0
18;6;1321.4;6383;19705.9;4469.4;3322;5986.2;243;0
19;6;1329.7;6978.3;19587.2;4678.1;3325.3;6001.2;243;0
20;6;1378.8;7197.8;19445.7;5442.3;3278.9;6005.2;243;0
21;6;1614.2;7422.1;19377.8;5792;3304.6;6010.2;243;0
22;6;1630.8;7343;19262.8;5932;3257.3;6012.2;300;0
23;6;1549.9;7012.2;18337.6;5447.3;3253.9;6012.2;243;0
0;6;1224.1;5716;16980.9;3801.1;3244.2;6653.9;252;0
1;6;1224.5;5013.7;16202.4;3514.8;3237.5;6652.9;251;0
2;6;1215.9;4308.4;15344.3;3237.5;3130.3;6653.9;243;0
3;6;1284.1;3654.2;14594;3159.9;3107.2;6654.9;243;0
4;6;1444.9;3058.2;13999.7;3253.9;3133.8;6654.9;0;0
5;6;1491.4;2486.1;13899.5;3493.7;3111.6;6855.9;0;0
6;6;1510.4;2101.1;13649.5;3654.8;3110.1;6855.9;0;0
7;6;1529.4;1954.9;13585.1;3654.4;3106.6;6863.9;0;0
8;6;1585.2;1659.7;14894.5;4042.4;3221;6870.9;243;0
9;6;1802.3;1363.3;16823.2;4546.5;3194.5;6880.9;243;0
10;6;1906.2;1517.7;18256.4;4660.5;3220.2;6886.9;300;0
11;6;2082.8;1520.6;19148.5;4695.1;3209.7;6893.9;350;0
12;6;2086.4;1581.2;19778.2;4691.6;3205.7;6899.9;300;0
13;6;2160.4;1796.9;20135;4534.8;3183.1;6904.9;300;0
14;6;1681.1;2290.4;20372.1;4554.5;3185.6;6909.9;243;0
15;6;1376.6;2837.6;19314.4;3481.9;3157.7;6915.9;243;0
16;6;1156.3;3393.6;18702.2;3260.6;2929.2;6922.9;243;0
17;6;1225.2;4184.5;18836.3;3135;3002.9;6930.9;243;0
18;6;1180.2;5093.4;18759.3;2835;2919.4;6938.9;243;0
19;6;1269.8;6166.4;19176.3;2966.2;3036.6;6948.9;243;0
20;6;1357.4;6962.5;19254;2976.9;3104.1;6958.9;243;0
21;6;1631.5;7264.6;20109.3;4447.3;3221.2;6968.9;243;0
22;6;1756.5;7316.4;20168.8;4497.4;3210.5;6978.9;300;0
23;6;1610.5;7188;19032.6;3856.9;3220.8;6987.9;243;0
0;6;1225;7159.3;17183.9;3363.2;3247.7;6887.1;252;0
1;6;1081.2;6853.7;16461.8;3131.8;3133.5;6897.1;251;0
2;6;1241.8;6900.7;16400.4;3212.4;3188.8;6905.1;243;0
3;6;1289.8;6509.9;16130.6;3207.5;3149.8;6913.1;243;0
4;6;1224.5;6148.2;15653.8;3077.8;3143.7;6925.1;243;0
5;6;1130.5;5595.8;15355;3121.2;3075.5;6932.1;243;0
6;6;1358.1;5230.6;15779.6;3390.6;3325;6942.1;243;0
7;6;1549.9;4924.7;17090;4496.8;3433.4;6953.1;243;0
8;6;2010.1;4438.2;18959.1;5351.6;3583.8;6956.1;243;0
9;6;2129.1;3943.7;20305.2;5352.8;3499.6;6963.1;243;0
10;6;2299.9;3660.3;21311.2;5187.6;3544.2;6969.1;300;0
11;6;2402.2;3421.2;21856;5143.9;3523.3;6967.1;350;0
12;6;2533.4;3397;22368.1;5189.8;3529.8;6962.1;300;0
13;6;2340.5;3572.6;22747.2;5239;3530.6;6971.1;300;0
14;6;1888.1;3911.5;22327.3;5133.8;3497.5;6979.1;300;0
15;6;1618.5;4376.1;21764;4393.8;3467.4;6980.1;300;0
16;6;1466.8;4854.2;21761.1;4121.5;3458.4;6981.1;300;0
17;6;1396;5415.5;21620.8;3923.6;3458.9;6985.1;300;0
18;6;1408;5862.7;21265.3;3851.6;3465.4;7000.1;243;0
19;6;1426;6259;20907;3803.5;3514.6;7014.1;243;0
20;6;1456.8;6280.2;21059.2;4810.8;3533.8;7021.1;243;0
21;6;1719.7;6175.4;20691.4;5353.9;3538.4;7026.1;243;0
22;6;1744.1;6010.4;19885.4;5355.6;3533.4;7028.1;243;0
23;6;1564.1;5697.1;17879;4200.4;3485.3;7030.1;243;0
0;6;1237.5;5169.3;17316.2;3762.3;3465.6;7029.8;252;0
1;6;1157.5;4908.4;16433.7;3724.2;3452.8;7031.8;251;0
2;6;1057.1;4621.6;15908;3614.8;3401.6;7030.8;243;0
3;6;996.8;4560.3;15602.9;3433.8;3335.7;7030.8;243;0
4;6;1004.8;4635.9;15657.9;3433.8;3303.7;7033.8;243;0
5;6;1061.8;4655.7;15654.1;3433.8;3307;7033.8;243;0
6;6;1288.3;4866.4;16285.5;3626.9;3436.5;7034.8;243;0
7;6;1652.2;4835.9;18265.9;4484.8;3505.9;7036.8;243;0
8;6;2264.7;5121.3;20140.8;5216.2;3646.1;7032.8;243;0
9;6;2260.1;5395.5;21214.9;5291.2;3584.3;7031.8;345;0
10;6;2076.9;5725.9;22481.6;5248.8;3588.4;7029.8;395;0
11;6;1977.7;6226.8;23432.7;5252.3;3576;7020.8;460;0
12;6;1689.1;6723;24225.3;5373.9;3550.9;7009.8;520;0
13;6;1532.3;7185.7;24149.4;4967.9;3587.6;7011.8;520;0
14;6;1336.8;7383.9;23024.8;4087.4;3537.2;7011.8;650;0
15;6;1240.8;7633.7;22884.3;4085.8;3512;7007.8;750;0
16;6;1188.3;8078.1;23025.9;4012.4;3510.3;6999.8;850;0
17;6;1159.5;8289.4;22819;4111.5;3530.4;6996.8;800;0
18;6;1177.5;8426.4;22378.4;4239.9;3534.6;7002.8;743;0
19;6;1207.5;8115.2;22016.8;4678;3587.1;7015.8;800;0
20;6;1390.8;7436.2;21684.2;4923.1;3625.5;7023.8;743;0
21;6;1927.7;6604.9;21707.3;5102.4;3627.1;7025.8;743;0
22;6;1916.3;5618;20647;5154;3627.8;7029.8;743;0
23;6;1393;4820.3;18629.1;4753.7;3614.9;7029.8;743;0
0;6;1230.6;4130.5;17962.6;4573.9;3546.6;7031.4;522;0
1;6;1029.5;3600.6;16772.8;4397.8;3530.2;7032.4;421;0
2;6;1006.6;3152.7;15844.4;4084.9;3521.1;7033.4;413;0
3;6;1010.6;2994.9;15422.9;4255.3;3498.5;7034.4;413;0
4;6;982.4;2999.2;15376;4256.6;3493.6;7036.4;413;0
5;6;952.9;3146.2;15640.2;4479.8;3487.1;7037.4;413;0
6;6;1273;3409.6;16850.5;5004;3550.8;7038.4;413;0
7;6;1774.3;3547.9;19249.6;5830.8;3623.9;7040.4;507;0
8;6;2907.9;3461.7;20368.9;6655.8;3666.1;7037.4;585;0
9;6;2707.3;3341.6;21656;6545.8;3612.1;7035.4;642;0
10;6;2604.7;3034.3;22644.5;6589.6;3636.6;7032.4;629;0
11;6;2496.5;2961.1;23459.7;6522.8;3623.4;7023.4;629;0
12;6;2437.7;2951.9;24363.5;6619.4;3618.6;7010.4;692;0
13;6;2223.9;2946.7;24701.4;6669.4;3614.9;7010.4;692;0
14;6;1647.4;3169.4;23609.3;5926;3613.2;7010.4;630;0
15;6;1407.7;3354.8;23326;6217.4;3593.3;7004.4;594;0
16;6;1274.8;3679.2;22929.4;6209.3;3584.7;6995.4;520;0
17;6;1248.3;4098.7;22508.8;6032.6;3585.3;6993.4;470;0
18;6;1158.8;4429.8;21883.3;5751;3599.9;6998.4;413;0
19;6;1140.3;4723;21572.5;5751;3618.9;7013.4;470;0
20;6;1351.8;5188.1;21788.5;6007.6;3629;7021.4;413;0
21;6;1844.6;5500.3;21934.4;6016.8;3628.8;7025.4;564;0
22;6;1583.4;5741.7;21098.9;5797.8;3625.1;7028.4;564;0
23;6;1137.2;5874.4;18527;4860.3;3556.1;7030.4;413;0
0;6;1030.3;5388.9;17287.9;4572.7;3466;7024.7;422;0
1;6;990.9;5281;16649.8;4084.4;3432.3;7025.7;421;0
2;6;865.6;4957.4;16097.6;3935;3357.6;7025.7;413;0
3;6;885.8;4664.1;15674.1;3727.8;3307;7026.7;413;0
4;6;880.5;4409.2;15557.4;3740.4;3298.2;7028.7;413;0
5;6;904.7;4158.7;15633.8;3950.7;3339.7;7028.7;413;0
6;6;1030.6;3948.4;16970;4866.2;3479.1;7030.7;413;0
7;6;1392.9;3592;18980;5865.1;3649.7;7032.7;563;0
8;6;2202.2;3417.3;20645.7;6352.7;3708.1;7028.7;632;0
9;6;2318.1;3343.6;21774.9;6306.4;3700.1;7027.7;617;0
10;6;2151.4;3405.2;22436.3;6270.9;3692.2;7024.7;520;0
11;6;2136.7;3625.4;23093.5;6237.4;3672.2;7015.7;520;0
12;6;1889.5;3834.2;23943.6;6418.5;3674;7004.7;630;0
13;6;1686;4126.9;24213;6418;3666;7004.7;630;0
14;6;1215.8;4467;23352.4;5984.8;3568;7005.7;520;0
15;6;1159.9;4736.1;22880.5;5551.1;3528.7;7000.7;520;0
16;6;1141.8;4845.7;22488.4;5434.8;3527.2;6992.7;520;0
17;6;1143.3;4933.7;22116.5;5610.3;3554.1;6989.7;470;0
18;6;1160.6;4943.6;21418.4;5601.8;3605.4;6995.7;413;0
19;6;1176.8;4794.7;21123;5870.9;3607.3;7008.7;470;0
20;6;1338.7;4640.3;21069.7;6255.4;3666;7016.7;413;0
21;6;2447;4397.5;21230.8;6013;3656.6;7020.7;629;0
22;6;2368.6;4137.5;20231.9;5771.8;3655.7;7022.7;629;0
23;6;1460.5;4010.2;18195.2;5947.8;3568.7;7023.7;413;0
0;6;1170;4199.8;17731.3;4950.8;3531.4;7044.6;655.3;0
1;6;944.4;3729.6;16653.2;4822.1;3473.1;7043.6;571;0
2;6;860.4;3291.1;15872.4;4737.9;3460.2;7044.6;413;0
3;6;820.2;2935;15475.7;4707.1;3449.4;7045.6;413;0
4;6;831.7;2837.1;15446.8;4675.2;3448.7;7045.6;413;0
5;6;910.9;2815.3;15556.1;4782.9;3449.2;7044.6;413;0
6;6;1170.1;2822.5;16845.9;5562;3500.3;7042.6;413;0
7;6;1923.2;2798.4;18700.5;5793.8;3614.1;7034.6;713;0
8;6;2868;2962.3;20782.1;6406.4;3702.4;7031.6;647;0
9;6;2580.6;2843.5;21494.1;6405.4;3667;7029.6;645;0
10;6;2325.9;2889.3;22183;6355.4;3676.2;7029.6;695;0
11;6;2053.3;3083.8;22965.9;6421.4;3644.9;7026.6;689;0
12;6;1949;3273.7;23391.6;6421.6;3636.9;7024.6;643;0
13;6;1569.8;3749.1;23667.5;6393.3;3627.2;7013.6;590;0
14;6;1006.2;4344.2;22518.8;5583.4;3485.3;7010.6;520;0
15;6;807.1;5004.3;21642.4;4646.8;3422.3;7006.6;470;0
16;6;805.1;5822.4;21684.2;4319.6;3389.7;7005.6;470;0
17;6;776;6459.8;21648.1;4279.4;3407.5;7005.6;470;0
18;6;773.9;7038.8;21471;4153.8;3485.3;7005.6;413;0
19;6;778.9;7276.7;20893.3;4163.8;3473;6999.6;413;0
20;6;988.4;7361;20112.2;4316.3;3485.6;7003.6;413;0
21;6;1133.2;7447.6;19588.2;4807.6;3576.3;7009.6;170;0
22;6;1135.9;7274.4;19117.5;4765.2;3562.4;7015.6;170;0
23;6;1065.8;7182.4;18092.1;4115.9;3434.3;7018.6;170;0
0;6;959.8;6728.2;17108.1;3601.8;3366.2;7002;422;0
1;6;762.4;6518.4;16585.3;3300.3;3337.8;6908;421;0
2;6;738.9;6243.1;15947.9;3005.8;3377.2;6745;413;0
3;6;704.9;5984;15458.9;2933.9;3224.1;6727;413;0
4;6;704.6;5700.8;15076;2845.8;3172;6747;413;0
5;6;705.5;5447.6;14994.8;2901.4;3193;6769;413;0
6;6;713.4;5185.1;14865.4;2980.8;3170.2;6790;413;0
7;6;724.1;4772.3;15176.8;3665.8;3085.8;6810;413;0
8;6;1140.4;4659.6;16485.3;3850.8;3331.5;6830;413;0
9;6;1306;4065.4;18806.1;4389.1;3362.4;6848;413;0
10;6;1536.9;3674.5;20005;4608.2;3370.1;6867;413;0
11;6;1756.5;3207.4;20359.9;4669;3321.9;6881;470;0
12;6;1781.3;2964.1;20790.9;4829.3;3311.2;6897;552.5;0
13;6;1800.1;2782.6;21058.9;4827.4;3332.9;6915;699.9;0
14;6;1162.6;2800.7;20529.5;4785.5;3291.2;6939;413;0
15;6;948.6;2989.1;19334.4;3694.6;3279.6;6957;413;0
16;6;915.8;3123.3;18780.8;3509.5;3160.5;6975;413;0
17;6;898.8;3252.3;18304;3468.1;3179;6985;413;0
18;6;872.8;3385.2;17898.6;3466.3;3268.9;6988;470;0
19;6;922.3;3526.9;17702;3701.3;3287.3;6993;413;0
20;6;1172.3;3535.2;17931;4727.7;3344.6;6999;681.4;0
21;6;2474.8;3501.2;17774;5140.1;3353.3;7003;793;0
22;6;2678;3329.2;17203.8;4901;3309.4;7006;793;0
23;6;1939.8;3370.7;16362.2;4509.7;3301.9;7007;793;0
0;6;2226.5;2846;16274.3;4460.7;3245.6;7001.4;802;0
1;6;1181.7;2689.1;15502.7;4450.6;3266.2;7002.4;801;0
2;6;820.2;2562.8;14465;4160.7;3279.1;7003.4;486.6;0
3;6;743.9;2454.7;13506.5;3724.1;3294.7;7005.4;170;0
4;6;717.5;2245.4;13315.9;3621.7;3251.1;7006.4;413;0
5;6;717.6;2233.2;13095.8;3557;3224.2;7007.4;413;0
6;6;774.5;2312.7;13062.5;3491.5;3235.6;7005.4;413;0
7;6;790.3;2342.9;13014.6;3435.6;3171.8;7004.4;413;0
8;6;861.2;2185.6;13872.3;3931.6;3145.6;7002.4;413;0
9;6;1016.7;2113.1;15722.3;4228.1;3228.3;6999.4;413;0
10;6;1242.2;2027.2;17068.7;4501;3245.9;6996.4;413;0
11;6;1513.6;1989.1;17542.8;4471.6;3228.9;6989.4;413;0
12;6;1720.1;1937.5;18050.9;4709;3218;6983.4;413;0
13;6;1844.5;2012.9;18538.1;4878.8;3211.9;6980.4;413;0
14;6;1566.7;2087.9;18465.7;4838.8;3210.1;6982.4;413;0
15;6;1130.9;2283.1;17548.9;3903.3;3240.1;6980.4;413;0
16;6;999.9;2376.5;16961.6;3533;3213.1;6979.4;413;0
17;6;901.6;2611.4;16629.5;3533;3220.9;6986.4;413;0
18;6;991.5;3011.8;16483.3;3753;3229.2;6988.4;413;0
19;6;1104.9;3209.3;16731.7;4324;3282.6;6994.4;413;0
20;6;1367.5;3395;17417.9;5304.8;3267.1;6999.4;603;0
21;6;2717.4;3356;17909.8;5396.8;3265.2;7003.4;793;0
22;6;2859.4;3434.9;17940.5;5466.8;3291.7;7006.4;793;0
23;6;1862.5;3507.8;17227.1;5651.8;3293.5;7007.4;603;0
0;6;1736.5;3234.9;15827.9;4291;3333.7;6990.1;802;0
1;6;843.8;2998.9;14843.2;4291;3338.4;6990.1;706;0
2;6;727.6;2714.1;14350.7;4401;3370.1;6993.1;413;0
3;6;721.1;2330;13848.4;4305.6;3355.3;7000.1;413;0
4;6;757.8;2112;13868.3;4495.1;3358.2;7005.1;413;0
5;6;833.6;2001.8;14343;4881;3392.2;7007.1;438.5;0
6;6;1014.4;1949.9;16181.7;6516.7;3423;7007.1;413;0
7;6;1828;1357.6;18555.6;7991;3470.5;7005.1;793;0
8;6;3064;918.7;20053.5;8050.4;3569.8;7004.1;733;0
9;6;3087.9;756.1;21825.2;8340.4;3562.5;7002.1;833;0
10;6;2598.8;687.5;22877.3;8635.9;3585.4;6998.1;883;0
11;6;2425.7;829.4;23430.7;8683.7;3569.7;6995.1;769;0
12;6;2248;1115.7;24338.4;8636.1;3562.9;6990.1;883;0
13;6;1887.5;1467.6;24814.3;8660.8;3558.1;6982.1;830;0
14;6;1423;1793.9;23986.9;8718.6;3521.1;6979.1;570;0
15;6;1213;2124;23101.3;8196.6;3532.4;6980.1;570;0
16;6;1154.8;2373.6;22817.5;8239.6;3545.9;6979.1;520;0
17;6;1207.5;2606.7;22643.3;8332.5;3601.4;6978.1;470;0
18;6;1173.8;2851.4;22098.1;8416.8;3580;6980.1;413;0
19;6;1277.9;3119.1;21790.3;8644.9;3575.2;6981.1;413;0
20;6;1735.5;3400.4;21545.5;8975.1;3580.8;6984.1;603;0
21;6;2353;3584.8;21381.8;8975.1;3574.7;6985.1;698;0
22;6;2144.8;3538.3;20495.4;8975.1;3593.5;6984.1;603;0
23;6;1352.2;3426.4;18096.2;7025.7;3579;6988.1;413;0
0;6;2130.3;3759.2;17453.5;5534.8;3446;6989.4;802;0
1;6;1548.5;3542.7;16632.3;5581.8;3441.6;6989.4;611;0
2;6;970.2;3314.7;16165.8;5451;3358;6992.4;413;0
3;6;757.2;3082.7;15596.2;5302.1;3325.3;7000.4;413;0
4;6;768.4;3031.4;15528.1;5172.3;3318.7;7004.4;413;0
5;6;778.7;3147.7;15695.5;5202.3;3323.9;7007.4;413;0
6;6;1012.6;3368.4;17130.5;5872.8;3469.5;7007.4;413;0
7;6;2212.7;3268.9;19614.7;6316.8;3546.1;7004.4;633;0
8;6;3061.7;3155.2;20956.3;6323.8;3588.3;7003.4;683;0
9;6;2983;3414.8;22263.5;6153.8;3569.8;7002.4;783;0
10;6;2370.3;4050.1;23043.6;6173.8;3597;6998.4;813;0
11;6;1760.8;5032.6;23480.3;6474.4;3579.2;6994.4;570;0
12;6;1288.1;6093.8;24038.6;6196.9;3566.6;6989.4;620;0
13;6;1039.7;7076.8;23960.8;5326.8;3314;6981.4;620;0
14;6;962.8;7979.7;23193.4;4145.6;3414.7;6980.4;570;0
15;6;917.4;8566.5;22876.4;3844.4;3314.2;6980.4;570;0
16;6;888.6;8975.1;22663.5;3785.6;3302.9;6981.4;520;0
17;6;865.7;9243;22353.1;3964.4;3308.8;6979.4;470;0
18;6;859.4;9432.5;21345.7;4040;3366;6981.4;413;0
19;6;900.7;9230.2;21021.6;4185;3414.4;6982.4;413;0
20;6;986.7;8587.3;20851.9;4599.3;3518.7;6985.4;413;0
21;6;1415.3;7841.3;21209.4;5611.9;3559.8;6984.4;698;0
22;6;1491.7;7110.1;20366.3;5609.3;3563.4;6983.4;793;0
23;6;974.2;6572.3;18000.6;4866.3;3514.3;6987.4;413;0
0;6;974.9;6258;17905.6;4190.2;3543.4;7007.5;422;0
1;6;873.4;5891.7;16697.5;3827;3447.2;7007.5;421;0
2;6;800.8;5682.9;16226.6;3827;3381.2;7007.5;413;0
3;6;770.8;5474.3;15845.5;3747;3376.6;7011.5;413;0
4;6;770.6;5206.7;15622.6;3857;3317.5;7017.5;413;0
5;6;799.5;4863.3;15556.5;4067.9;3399.7;7015.5;413;0
6;6;1050.5;4493.9;16368.1;5222.6;3399.4;7019.5;413;0
7;6;1641.8;4208.7;19054.9;7613.8;3589.4;7019.5;413;0
8;6;2851.7;3802.7;20060.9;8098.7;3632.2;7009.5;470;0
9;6;2850.5;3463.7;21647.7;8221;3626.2;6999.5;855;0
10;6;2901;3376.9;22654;8162.8;3608.7;6999.5;810;0
11;6;2777.1;3507.9;23243;8066.4;3604.7;6993.5;718;0
12;6;2326.3;3592.9;24318.1;8016.4;3611.7;6981.5;908;0
13;6;1994.1;3739.2;24677.7;8042.4;3641.4;6975.5;882;0
14;6;1349.2;3764.1;24257.1;8364.5;3593.7;6979.5;570;0
15;6;961.6;3916.2;23500.3;7870;3577.1;6973.5;570;0
16;6;931.1;4024.7;23401.8;7952;3591.3;6973.5;520;0
17;6;923.1;4165.3;23302.1;8180.8;3592.1;6979.5;470;0
18;6;905.3;4354.9;22765.9;8118;3613.7;6983.5;413;0
19;6;1136;4565.4;22525.9;8263.7;3647.2;6985.5;413;0
20;6;2085.4;4740.7;21904.4;8268.8;3653;6991.5;507;0
21;6;2935;4703.3;21442.1;8067.4;3660.2;6997.5;734;0
22;6;2574.7;4768.7;20682;8121.8;3658.7;7001.5;661;0
23;6;1341.4;4664.6;18846.3;6630.1;3621.8;7005.5;649;0
0;6;1359.3;4197.7;18136.8;6198.9;3392.8;6997.8;612;0
1;6;1163.5;4096.3;17364.5;5896.5;3370;6997.8;421;0
2;6;1022;3935.1;16438;5396.5;3381.3;7001.8;413;0
3;6;935.9;3808.3;16068.9;5366;3262.8;7002.8;413;0
4;6;940.4;3689.2;15908.3;5296;3253.6;7002.8;413;0
5;6;981.4;3479;15949.6;5484;3327.7;7001.8;413;0
6;6;1156.4;3357.3;17119.8;6745.8;3301.7;6998.8;413;0
7;6;1944.5;3138;18538.6;7600;3294.4;6999.8;413;0
8;6;2629.8;2820.1;19475;7751.3;3355.1;6996.8;650.9;0
9;6;2729.8;2442.7;20849.3;7625.9;3328.4;6995.8;830.5;0
10;6;2855.3;2152.8;21773.6;7544.6;3343.2;6989.8;796;0
11;6;2740.3;2133.8;22424.9;7339.4;3474.5;6985.8;710;0
12;6;2931.6;2194.7;23132.2;7136.4;3518.4;6979.8;813;0
13;6;2738.1;2465.1;23275.3;7167.4;3515.3;6973.8;782;0
14;6;1900.2;2890.2;22831.5;7353.6;3462.7;6969.8;570;0
15;6;1366.5;3504;22322.3;6191.1;3509.8;6970.8;570;0
16;6;1033.8;4107.1;22372.7;5949.6;3525.6;6965.8;520;0
17;6;993.8;4699.3;22089;5728.9;3445.4;6973.8;470;0
18;6;988.6;5284.8;21710.7;5429.2;3433;6979.8;413;0
19;6;1007.4;5810.7;21309.7;5372.7;3435;6982.8;413;0
20;6;1413.9;6249;21192;5611.7;3572;6990.8;413;0
21;6;1683.6;6156.4;21154.5;6211.7;3516.8;6994.8;413;0
22;6;1681.8;6007.2;20282.8;6023.8;3509.2;6996.8;413;0
